variable,attribute,value,index
PR02_03,5,slightly agree,1
PR02_03,6,agree,1
PR02_03,7,strongly agree,1
PR02_03,comment,Bogus items (frequency/infrequency): I can speak 30 languages fluently.,1
PR02_03,class,avector,1
PR02_03,class,numeric,2
PR02_04,1,strongly disagree,1
PR02_04,2,disagree,1
PR02_04,3,slightly disagree,1
PR02_04,4,neither agree nor disagree,1
PR02_04,5,slightly agree,1
PR02_04,6,agree,1
PR02_04,7,strongly agree,1
PR02_04,comment,Bogus items (frequency/infrequency): I have never cried.,1
PR02_04,class,avector,1
PR02_04,class,numeric,2
PR03_01,comment,Open question: [01],1
PR03_01,class,avector,1
PR03_01,class,character,2
RG01_CP,comment,"External measures vs. no: Complete clearances of the ballot, yet",1
RG01_CP,class,avector,1
RG01_CP,class,numeric,2
RG01,1,"no external PR measures (attention checks, bogus questions, and open question)",1
RG01,2,external PR measures,1
RG01,comment,External measures vs. no: Code drawn,1
RG01,class,avector,1
RG01,class,numeric,2
RG02_CP,comment,"1-4 vs. 4-1 sequence on abortion q: Complete clearances of the ballot, yet",1
RG02_CP,class,avector,1
RG02_CP,class,numeric,2
RG02,1,1-4,1
RG02,2,4-1,1
RG02,comment,1-4 vs. 4-1 sequence on abortion q: Code drawn,1
RG02,class,avector,1
RG02,class,numeric,2
RG03_CP,comment,"1-5 vs. 5-1 sequence on holocaust q: Complete clearances of the ballot, yet",1
RG03_CP,class,avector,1
RG03_CP,class,numeric,2
RG03,1,1-5,1
RG03,2,5-1,1
RG03,comment,1-5 vs. 5-1 sequence on holocaust q: Code drawn,1
RG03,class,avector,1
RG03,class,numeric,2
gender,levels,Female,1
gender,levels,Male,2
gender,levels,[NA] Not answered,3
gender,class,factor,1
gender,comment,Sex,1
SD13,levels,Same as sex,1
SD13,levels,"Other, please specify",2
SD13,levels,[NA] Not answered,3
SD13,class,factor,1
SD13,comment,Gender,1
SD13_02,comment,"Gender: Other, please specify",1
SD13_02,class,avector,1
SD13_02,class,character,2
SD02_01,comment,Age: [01],1
SD02_01,class,avector,1
SD02_01,class,numeric,2
SD03,levels,White,1
SD03,levels,Black/African American,2
SD03,levels,American Indian or Alaska Native,3
SD03,levels,Chinese,4
SD03,levels,Japanese,5
SD03,levels,Other Asian or Pacific Islander,6
SD03,levels,Other race,7
SD03,levels,"Two major races (e.g., White and Japanese)",8
SD03,levels,Three or more major races,9
SD03,levels,[NA] Not answered,10
SD03,class,factor,1
SD03,comment,Race,1
SD04,levels,"No, not of Hispanic, Latino, or Spanish origin",1
SD04,levels,"Yes, Mexican, Mexican Am., Chicano",2
SD04,levels,"Yes, Puerto Rican",3
SD04,levels,"Yes, Cuban",4
SD04,levels,"Yes, another Hispanic, Latino, or Spanish origin",5
SD04,levels,[NA] Not answered,6
SD04,class,factor,1
SD04,comment,Hispan,1
SD05,levels,N/A: not in the US,1
SD05,levels,Alabama,2
SD05,levels,Alaska,3
SD05,levels,Arizona,4
SD05,levels,Arkansas,5
SD05,levels,California,6
SD05,levels,Colorado,7
SD05,levels,Connecticut,8
SD05,levels,Delaware,9
SD05,levels,Florida,10
SD05,levels,Georgia,11
SD05,levels,Hawaii,12
SD05,levels,Idaho,13
SD05,levels,Illinois,14
SD05,levels,Indiana,15
SD05,levels,Iowa,16
SD05,levels,Kansas,17
SD05,levels,Kentucky,18
SD05,levels,Louisiana,19
SD05,levels,Maine,20
SD05,levels,Maryland,21
SD05,levels,Massachusetts,22
SD05,levels,Michigan,23
SD05,levels,Minnesota,24
SD05,levels,Mississippi,25
SD05,levels,Missouri,26
SD05,levels,Montana,27
SD05,levels,Nebraska,28
SD05,levels,Nevada,29
SD05,levels,New Hampshire,30
SD05,levels,New Jersey,31
SD05,levels,New Mexico,32
SD05,levels,New York,33
SD05,levels,North Carolina,34
SD05,levels,North Dakota,35
SD05,levels,Ohio,36
SD05,levels,Oklahoma,37
SD05,levels,Oregon,38
SD05,levels,Pennsylvania,39
SD05,levels,Rhode Island,40
SD05,levels,South Carolina,41
SD05,levels,South Dakota,42
SD05,levels,Tennessee,43
SD05,levels,Texas,44
SD05,levels,Utah,45
SD05,levels,Vermont,46
SD05,levels,Virginia,47
SD05,levels,Washington,48
SD05,levels,West Virginia,49
SD05,levels,Wisconsin,50
SD05,levels,Wyoming,51
SD05,levels,[NA] Not answered,52
SD05,class,factor,1
SD05,comment,BPL- state,1
SD12,levels,United States,1
SD12,levels,Afghanistan,2
SD12,levels,Albania,3
SD12,levels,Algeria,4
SD12,levels,Andorra,5
SD12,levels,Angola,6
SD12,levels,Antigua and Barbuda,7
SD12,levels,Argentina,8
SD12,levels,Armenia,9
SD12,levels,Australia,10
SD12,levels,Austria,11
SD12,levels,Azerbaijan,12
SD12,levels,Bahamas,13
SD12,levels,Bahrain,14
SD12,levels,Bangladesh,15
SD12,levels,Barbados,16
SD12,levels,Belarus,17
SD12,levels,Belgium,18
SD12,levels,Belize,19
SD12,levels,Benin,20
SD12,levels,Bhutan,21
SD12,levels,Bolivia,22
SD12,levels,Bosnia and Herzegovina,23
SD12,levels,Botswana,24
SD12,levels,Brazil,25
SD12,levels,Brunei,26
SD12,levels,Bulgaria,27
SD12,levels,Burkina Faso,28
SD12,levels,Burundi,29
SD12,levels,Cabo Verde,30
SD12,levels,Cambodia,31
SD12,levels,Cameroon,32
SD12,levels,Canada,33
SD12,levels,Central African Republic,34
SD12,levels,Chad,35
SD12,levels,Chile,36
SD12,levels,China,37
SD12,levels,Colombia,38
SD12,levels,Comoros,39
SD12,levels,Congo (Democratic Republic of the),40
SD12,levels,Congo (Republic of the),41
SD12,levels,Costa Rica,42
SD12,levels,Côte d’Ivoire,43
SD12,levels,Croatia,44
SD12,levels,Cuba,45
SD12,levels,Cyprus,46
SD12,levels,Czech Republic,47
SD12,levels,Denmark,48
SD12,levels,Djibouti,49
SD12,levels,Dominica,50
SD12,levels,Dominican Republic,51
SD12,levels,Ecuador,52
SD12,levels,Egypt,53
SD12,levels,El Salvador,54
SD12,levels,Equatorial Guinea,55
SD12,levels,Eritrea,56
SD12,levels,Estonia,57
SD12,levels,Eswatini,58
SD12,levels,Ethiopia,59
SD12,levels,Fiji,60
SD12,levels,Finland,61
SD12,levels,France,62
SD12,levels,Gabon,63
SD12,levels,Gambia,64
SD12,levels,Georgia,65
SD12,levels,Germany,66
SD12,levels,Ghana,67
SD12,levels,Greece,68
SD12,levels,Grenada,69
SD12,levels,Guatemala,70
SD12,levels,Guinea,71
SD12,levels,Guinea-Bissau,72
SD12,levels,Guyana,73
SD12,levels,Haiti,74
SD12,levels,Honduras,75
SD12,levels,Hungary,76
SD12,levels,Iceland,77
SD12,levels,India,78
SD12,levels,Indonesia,79
SD12,levels,Iran,80
SD12,levels,Iraq,81
SD12,levels,Ireland,82
SD12,levels,Israel,83
SD12,levels,Italy,84
SD12,levels,Jamaica,85
SD12,levels,Japan,86
SD12,levels,Jordan,87
SD12,levels,Kazakhstan,88
SD12,levels,Kenya,89
SD12,levels,Kiribati,90
SD12,levels,Kosovo,91
SD12,levels,Kuwait,92
SD12,levels,Kyrgyzstan,93
SD12,levels,Laos,94
SD12,levels,Latvia,95
SD12,levels,Lebanon,96
SD12,levels,Lesotho,97
SD12,levels,Liberia,98
SD12,levels,Libya,99
SD12,levels,Liechtenstein,100
SD12,levels,Lithuania,101
SD12,levels,Luxembourg,102
SD12,levels,Madagascar,103
SD12,levels,Malawi,104
SD12,levels,Malaysia,105
SD12,levels,Maldives,106
SD12,levels,Mali,107
SD12,levels,Malta,108
SD12,levels,Marshall Islands,109
SD12,levels,Mauritania,110
SD12,levels,Mauritius,111
SD12,levels,Mexico,112
SD12,levels,Micronesia,113
SD12,levels,Moldova,114
SD12,levels,Monaco,115
SD12,levels,Mongolia,116
SD12,levels,Montenegro,117
SD12,levels,Morocco,118
SD12,levels,Mozambique,119
SD12,levels,Myanmar,120
SD12,levels,Namibia,121
SD12,levels,Nauru,122
SD12,levels,Nepal,123
SD12,levels,Netherlands,124
SD12,levels,New Zealand,125
SD12,levels,Nicaragua,126
SD12,levels,Niger,127
SD12,levels,Nigeria,128
SD12,levels,North Korea,129
SD12,levels,North Macedonia,130
SD12,levels,Norway,131
SD12,levels,Oman,132
SD12,levels,Pakistan,133
SD12,levels,Palau,134
SD12,levels,Palestine,135
SD12,levels,Panama,136
SD12,levels,Papua New Guinea,137
SD12,levels,Paraguay,138
SD12,levels,Peru,139
SD12,levels,Philippines,140
SD12,levels,Poland,141
SD12,levels,Portugal,142
SD12,levels,Qatar,143
SD12,levels,Romania,144
SD12,levels,Russia,145
SD12,levels,Rwanda,146
SD12,levels,Saint Kitts and Nevis,147
SD12,levels,Saint Lucia,148
SD12,levels,Saint Vincent and the Grenadines,149
SD12,levels,Samoa,150
SD12,levels,San Marino,151
SD12,levels,Sao Tome and Principe,152
SD12,levels,Saudi Arabia,153
SD12,levels,Senegal,154
SD12,levels,Serbia,155
SD12,levels,Seychelles,156
SD12,levels,Sierra Leone,157
SD12,levels,Singapore,158
SD12,levels,Slovakia,159
SD12,levels,Slovenia,160
SD12,levels,Solomon Islands,161
SD12,levels,Somalia,162
SD12,levels,South Africa,163
SD12,levels,South Korea,164
SD12,levels,South Sudan,165
SD12,levels,Spain,166
SD12,levels,Sri Lanka,167
SD12,levels,Sudan,168
SD12,levels,Suriname,169
SD12,levels,Sweden,170
SD12,levels,Switzerland,171
SD12,levels,Syria,172
SD12,levels,Taiwan,173
SD12,levels,Tajikistan,174
SD12,levels,Tanzania,175
SD12,levels,Thailand,176
SD12,levels,Timor-Leste,177
SD12,levels,Togo,178
SD12,levels,Tonga,179
SD12,levels,Trinidad and Tobago,180
SD12,levels,Tunisia,181
SD12,levels,Turkey,182
SD12,levels,Turkmenistan,183
SD12,levels,Tuvalu,184
SD12,levels,Uganda,185
SD12,levels,Ukraine,186
SD12,levels,United Arab Emirates,187
SD12,levels,United Kingdom,188
SD12,levels,Uruguay,189
SD12,levels,Uzbekistan,190
SD12,levels,Vanuatu,191
SD12,levels,Vatican City,192
SD12,levels,Venezuela,193
SD12,levels,Vietnam,194
SD12,levels,Yemen,195
SD12,levels,Zambia,196
SD12,levels,Zimbabwe,197
SD12,levels,[NA] Not answered,198
SD12,class,factor,1
SD12,comment,BPL- country,1
SD06,levels,N/A: not in the US,1
SD06,levels,Alabama,2
SD06,levels,Alaska,3
SD06,levels,Arizona,4
SD06,levels,Arkansas,5
SD06,levels,California,6
SD06,levels,Colorado,7
SD06,levels,Connecticut,8
SD06,levels,Delaware,9
SD06,levels,Florida,10
SD06,levels,Georgia,11
SD06,levels,Hawaii,12
SD06,levels,Idaho,13
SD06,levels,Illinois,14
SD06,levels,Indiana,15
SD06,levels,Iowa,16
SD06,levels,Kansas,17
SD06,levels,Kentucky,18
SD06,levels,Louisiana,19
SD06,levels,Maine,20
SD06,levels,Maryland,21
SD06,levels,Massachusetts,22
SD06,levels,Michigan,23
SD06,levels,Minnesota,24
SD06,levels,Mississippi,25
SD06,levels,Missouri,26
SD06,levels,Montana,27
SD06,levels,Nebraska,28
SD06,levels,Nevada,29
SD06,levels,New Hampshire,30
SD06,levels,New Jersey,31
SD06,levels,New Mexico,32
SD06,levels,New York,33
SD06,levels,North Carolina,34
SD06,levels,North Dakota,35
SD06,levels,Ohio,36
SD06,levels,Oklahoma,37
SD06,levels,Oregon,38
SD06,levels,Pennsylvania,39
SD06,levels,Rhode Island,40
SD06,levels,South Carolina,41
SD06,levels,South Dakota,42
SD06,levels,Tennessee,43
SD06,levels,Texas,44
SD06,levels,Utah,45
SD06,levels,Vermont,46
SD06,levels,Virginia,47
SD06,levels,Washington,48
SD06,levels,West Virginia,49
SD06,levels,Wisconsin,50
SD06,levels,Wyoming,51
SD06,levels,[NA] Not answered,52
SD06,class,factor,1
SD06,comment,State,1
SD07,levels,Married,1
SD07,levels,Widowed,2
SD07,levels,Divorced,3
SD07,levels,Separated,4
SD07,levels,Never married/single,5
SD07,levels,[NA] Not answered,6
SD07,class,factor,1
SD07,comment,Marst,1
SD08,levels,N/A or no schooling,1
SD08,levels,Nursery school to grade 4,2
SD08,levels,"Grade 5, 6, 7, or 8",3
SD08,levels,Grade 9,4
SD08,levels,Grade 10,5
SD08,levels,Grade 11,6
SD08,levels,Grade 12,7
SD08,levels,1 year of college,8
SD08,levels,2 years of college,9
SD08,levels,3 years of college,10
SD08,levels,4 years of college,11
SD08,levels,5+ years of college,12
SD08,levels,[NA] Not answered,13
SD08,class,factor,1
SD08,comment,Educ,1
SD09,levels,N/A,1
SD09,levels,Agriculture,2
SD09,levels,Environment and Natural Resources,3
SD09,levels,Architecture,4
SD09,levels,"Area, Ethnic, and Civilization Studies",5
SD09,levels,Communications,6
SD09,levels,Communication Technologies,7
SD09,levels,Computer and Information Sciences,8
SD09,levels,Cosmetology Services and Culinary Arts,9
SD09,levels,Education Administration and Teaching,10
SD09,levels,Engineering,11
SD09,levels,Engineering Technologies,12
SD09,levels,Linguistics and Foreign Languages,13
SD09,levels,Family and Consumer Sciences,14
SD09,levels,Law,15
SD09,levels,"English Language, Literature, and Composition",16
SD09,levels,Liberal Arts and Humanities,17
SD09,levels,Library Science,18
SD09,levels,Biology and Life Sciences,19
SD09,levels,Mathematics and Statistics,20
SD09,levels,Military Technologies,21
SD09,levels,Interdisciplinary and Multi-Disciplinary Studies (General),22
SD09,levels,"Physical Fitness, Parks, Recreation, and Leisure",23
SD09,levels,Philosophy and Religious Studies,24
SD09,levels,Theology and Religious Vocations,25
SD09,levels,Physical Sciences,26
SD09,levels,"Nuclear, Industrial Radiology, and Biological Technologies",27
SD09,levels,Psychology,28
SD09,levels,Criminal Justice and Fire Protection,29
SD09,levels,"Public Affairs, Policy, and Social Work",30
SD09,levels,Social Sciences,31
SD09,levels,Construction Services,32
SD09,levels,Electrical and Mechanic Repairs and Technologies,33
SD09,levels,Precision Production and Industrial Arts,34
SD09,levels,Transportation Sciences and Technologies,35
SD09,levels,Fine Arts,36
SD09,levels,Medical and Health Sciences and Services,37
SD09,levels,Business,38
SD09,levels,History,39
SD09,levels,[NA] Not answered,40
SD09,class,factor,1
SD09,comment,Degfield,1
SD10,comment,OCC,1
SD10,class,avector,1
SD10,class,numeric,2
SD11_01,comment,Inctot: [01],1
SD11_01,class,avector,1
SD11_01,class,numeric,2
WS01,levels,74c71ab746868b169203e54abecb095fff3513c87b2cce05ee3ca0abaa2e1be0,1
WS01,levels,eb40f4843362d523a051dcb2d283e64997d2068f865dc7ed83a1f000857bb562,2
WS01,levels,940807a67107d20052977386cc1dc58f522c0fc7a75cac4295ec0cc0b7eb52a4,3
WS01,levels,03c61398cdfdd403959c8f5de6dba9d07f52c838e30cfd667ab6b5b93f11426d,4
WS01,levels,1e4a66d94d182569d92f14a8d64bb6da848b1606be2861c19529bb5d438d044b,5
WS01,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS01,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS01,comment,8147c99fa5bdfffe5b1aa49a736d150c06ad477bed489bac5eabc27bae4e6102,1
WS02,levels,f1d39166a5ee1ca0900c0e6ccbf331c1abc6026a31d83508d195c08f17c37464,1
WS02,levels,949998e54449c59d104b3c7879ec54dc1aff11c092096305e22080fa5f2ea106,2
WS02,levels,af18fa8fcf521f4465fc2b0e6e87deb615c71ada9cd7735be5544315045aefe7,3
WS02,levels,503bc4206cdb87134f654c5693c40e483d38b94334ca8bd6fce159c87b4e1ee7,4
WS02,levels,db9f9fde60e1da5baa7d4e98844907d17b90b23fef7507ece82ca18c9cbe661b,5
WS02,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS02,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS02,comment,999982af8cdfa2faa5c9fbe5b24e0c0450f26f47353fe312d3755fc253ac0634,1
WS03,levels,d5bb74bc7184a1fbf0a9077a9917706e5c62bfcccea51911ee51215e2dbbeb15,1
WS03,levels,1f77e925ac8573110d49a6fd20643cc533725ba62c8bb4f6e385497a650f0750,2
WS03,levels,c5c58b10effc4fa3f26d1faf606dc10cb7ca7e7521ad712b715310b06cf45679,3
WS03,levels,ff04e61ca4cc2e906f325283910296e88ac3a4b2da4b3f5a5ed643cb850e4bdb,4
WS03,levels,eb91dc738af013334afc8b2eb8c8ff0d044f7583fd07819aa0d0b270e48b3fdc,5
WS03,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS03,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS03,comment,cf375fd8dc660b255017d27bd52107ed4a673ec40ce728a6d4bf10667166c2da,1
WS04,levels,6b7e73f7de902fdd4169afc86bcc12ff8bbad8d20209476dd8417126aa14ffdc,1
WS04,levels,37edc0770e28bc53f46142de53b848188bd1e6672dec7ba7039556d46fb25e3a,2
WS04,levels,125dd16ed702fbe4d4ba515125c6dbe08b14f890ddae272f647a41e1d795ad36,3
WS04,levels,0c05f949ca694a556fba324a5d3642f5e6b3f4dd405ed05790c0bf1c8eaebb52,4
WS04,levels,2efcdd247fa10f3f2508f600f94d66897c9abd0deb1fd0f431acdde6044d2f32,5
WS04,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS04,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS04,comment,3b4cdece142307571527fefdaf19a34e743d2bf4c3dd002334f25e6575175b73,1
WS05,levels,512f8e6468266cc94624e213250d74c73a0e085cc22aaef03690f0f8a4860521,1
WS05,levels,15a1c836b0f34d4e0b71c8e435c73bbeefd7b9d5c9ac12e7d7ef672f75160fe4,2
WS05,levels,f2e7d9a180db153686fe31ce334f2ba8fea7d4d7d3df9f47be10e40c30bc9092,3
WS05,levels,2535c0d32bbe0fa8e2496f1266ad6438ff3bac801afbee4a31359d0af99d448b,4
WS05,levels,58cc535bbf3eb4cdbeb72b8cf988d215c0eda6963db90ed9147fed4a8526d4ea,5
WS05,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS05,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS05,comment,3a0f1679d77797a567ca8b857a7860c1057fef97e66cc8657ec2391856ebcb72,1
WS06,levels,f1919b9e06afec44d19d3642ca1ea74b5a399c7ce19f3981bd6fb9afffd523fe,1
WS06,levels,3856b117c5eabb549b5c22487fb1b718e09d058a99ba2fba0600ca9f6c523ca3,2
WS06,levels,b7d00c3d70e1a2c908b8591ce6ef7c1b83085a7f796822dc8cc7b2cf2f7f04be,3
WS06,levels,e7721cec37ac4649497dbb9f6b6ffdecdce9fb01ec629928d0ad91b2a9b7e95d,4
WS06,levels,005f5e60974299b3c70d432413eda71202815dfa0e764fad4fa852ce9f077614,5
WS06,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS06,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS06,comment,6e5f94b185344dd2fd6688700929cc354a29a5fd2b29bf53ea98e092d046681a,1
WS07,levels,5766253693da735d05abf70f6c05c064a99ff20b701a3a764c2d2bf508a71c18,1
WS07,levels,d65b7ab3800276b21d4319e5572685806d22b5cd7270967154378fcd01b6a9d1,2
WS07,levels,8cd3a64bb63a0bd630fd507a046203a62ec37fc9995e4afc53289d0dbb2feb99,3
WS07,levels,53aa8cd35cf83ac838c6ac93b9567095ceac5484dba595ac87857ba3a1636330,4
WS07,levels,418a49462a002137191f79ba3e141458133352099bccdd1ccc82612739e8921e,5
WS07,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS07,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS07,comment,10fb40001e8fa1a3f48e94dfa3112a266990516f65d124856f7fa6b4d217cc8f,1
WS08,levels,0dc7dfa47dce95e05228f622207740b6f727082b2acc223110991d6c03058622,1
WS08,levels,e1687a09f32e5aa2b4e97b32ed0d040ea3a0111c92cde89387a4c81687b268dc,2
WS08,levels,db172aa746745ebb8357ffa1a63f95814da09390ac8ebf7a798609168d0f6a41,3
WS08,levels,d0486e2a536598485ac39a05587f407a818fdc34b86b86d7a03a97472cff480a,4
WS08,levels,f678d32c52f77541b0a9ff1ef9584ab7aa0e7242d7b044e5b1347a5d481b00e3,5
WS08,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS08,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS08,comment,183d07b53cbca15ec35868eea4344a4883edc08a486757fa11dc9425be3be06f,1
WS09,levels,5272cdf1c7cac7eb376d0b224955a1b43e3e3185d03cab98f065fb60eccb34dd,1
WS09,levels,2a60c3d546387ed14bbd6077af38212a66cfd16a9eb28bb12bd28c9fae39b7cf,2
WS09,levels,43c380e7c394eede358d0875061abf5ed268b71bf46229e848a90ffa7c272f29,3
WS09,levels,9f2d23e890420e7f813b249ab82a8f30b4e6cb92bd402b723b91c317e3d2c166,4
WS09,levels,7e95f523012685f906743fd2b9d2f2838e78fa9979b69234f7726d2f606835bc,5
WS09,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS09,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS09,comment,5111c9f1e2b06d7aaf8610efc57e99b69969da41e4bc0f228a2a1e1ab708f14c,1
WS10,levels,b886b4ea9f6dd1ff240c48177885e0570770dd047d0d9e5e6cd4c7fc22875eeb,1
WS10,levels,c328e4c02b06458fc764a112207896035b00da84e7e9fea0be35c35256f47e38,2
WS10,levels,37cc46e8e5471b9f2059cbb7abfd44e0a477cd66ff9f59dde1f16f9973a81632,3
WS10,levels,969e6ad44313559d57d4314a3e437b9549aea48b8b71f48350c80e252dcb0689,4
WS10,levels,95b408ddd216d6832a3b51c0de8d35899cd71a302c8c39f375f0d5d737d365c4,5
WS10,levels,78477a2ba423a76cda7bdd49fcdbf0e674315add06ebc3bfe50ed7779303f7b7,6
WS10,class,464e7c710d727e6756041782af32c1fefa2b6e2184ffd5eacea4d430049b337d,1
WS10,comment,73ef6d5f878ff539ed7daae474a0a8b11c3992155c776df34b4b2cca3428ecb1,1
ZY01_01,comment,Prolific ID: Prolific ID,1
ZY01_01,class,avector,1
ZY01_01,class,character,2
ZY02,levels,Yes,1
ZY02,levels,"No, my responses should not be used.",2
ZY02,levels,[NA] Not answered,3
ZY02,class,factor,1
ZY02,comment,Truthfulness,1
ZY03_01,comment,Feedback: Did you experience any problems while participating in this survey?,1
ZY03_01,class,avector,1
ZY03_01,class,character,2
ZY03_02,comment,Feedback: Do you have recommendations for how we can improve the survey?,1
ZY03_02,class,avector,1
ZY03_02,class,character,2
ZY04_01,comment,Question shuffle sequence: sequence,1
ZY04_01,class,avector,1
ZY04_01,class,character,2
ZY05_01,comment,Prolific ID (GET): prolific_id,1
ZY05_01,class,avector,1
ZY05_01,class,character,2
TIME001,comment,Time spent on page 1,1
TIME001,class,avector,1
TIME001,class,integer,2
TIME002,comment,Time spent on page 2,1
TIME002,class,avector,1
TIME002,class,integer,2
TIME003,comment,Time spent on page 3,1
TIME003,class,avector,1
TIME003,class,integer,2
TIME004,comment,Time spent on page 4,1
TIME004,class,avector,1
TIME004,class,integer,2
TIME005,comment,Time spent on page 5,1
TIME005,class,avector,1
TIME005,class,integer,2
TIME006,comment,Time spent on page 6,1
TIME006,class,avector,1
TIME006,class,integer,2
TIME007,comment,Time spent on page 7,1
TIME007,class,avector,1
TIME007,class,integer,2
TIME008,comment,Time spent on page 8,1
TIME008,class,avector,1
TIME008,class,integer,2
TIME009,comment,Time spent on page 9,1
TIME009,class,avector,1
TIME009,class,integer,2
TIME010,comment,Time spent on page 10,1
TIME010,class,avector,1
TIME010,class,integer,2
TIME_SUM,comment,Time spent overall (except outliers),1
TIME_SUM,class,avector,1
TIME_SUM,class,integer,2
MAILSENT,class,POSIXct,1
MAILSENT,class,POSIXt,2
MAILSENT,comment,"Time when the invitation mailing was sent (personally identifiable recipients, only)",1
LASTDATA,class,POSIXct,1
LASTDATA,class,POSIXt,2
LASTDATA,comment,Time when the data was most recently updated,1
FINISHED,F,Canceled,1
FINISHED,T,Finished,1
FINISHED,comment,Has the interview been finished (reached last page)?,1
FINISHED,class,avector,1
FINISHED,class,logical,2
Q_VIEWER,F,Respondent,1
Q_VIEWER,T,Spectator,1
Q_VIEWER,comment,"Did the respondent only view the questionnaire, omitting mandatory questions?",1
Q_VIEWER,class,avector,1
Q_VIEWER,class,logical,2
LASTPAGE,comment,Last page that the participant has handled in the questionnaire,1
LASTPAGE,class,avector,1
LASTPAGE,class,numeric,2
MAXPAGE,comment,Hindmost page handled by the participant,1
MAXPAGE,class,avector,1
MAXPAGE,class,numeric,2
MISSING,comment,Missing answers in percent,1
MISSING,class,avector,1
MISSING,class,numeric,2
MISSREL,comment,Missing answers (weighted by relevance),1
MISSREL,class,avector,1
MISSREL,class,numeric,2
TIME_RSI,comment,Completion Speed (relative),1
TIME_RSI,class,avector,1
TIME_RSI,class,numeric,2
